id,name_,catalogue_price,category,material_id,introduction_date
dc50bd49-1ba9-4eca-bf3c-57244012c428,Cotton shoes_997,99,Outdoor,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2010-08-26
97256964-589b-4097-8885-fb6cada8f1b1,Shoes_18,42,Kitchen,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2011-06-01
a8707909-fae6-43bf-b4cc-25030deb344d,Practical concrete pizza_119,13,Tools,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2014-09-11
dbb42697-53a0-4dc9-855e-e0adb459639b,Chair_21,89,Tools,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2021-11-04
fededdb6-8868-4c16-9561-77377f3c94ed,Rubber pizza_303,15,Outdoor,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2000-09-26
5800b488-ddb4-4e27-86f3-4f026d224134,Handcrafted tuna_539,83,Flooring,7d3109aa-6129-4432-8e61-6ba0c740d23b,2011-01-23
9ee87a38-330a-4548-888e-e4bb4751d97b,Fantastic shirt_863,15,Tools,ea5c757b-836b-4b68-b251-d087f4929c88,2007-03-30
ce55ee26-f410-4b37-bdfd-38246c0ded83,Intelligent hat_683,24,Outdoor,a93d06e7-bb88-4fd2-a401-e02f1330b873,2021-10-29
f76acd6c-287f-4a53-be8a-4f08e6ff7278,Sleek towels_610,41,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2019-04-05
10921970-5f7e-4010-abfa-7c2195a3169a,Steel shirt_36,89,Kitchen,ea5c757b-836b-4b68-b251-d087f4929c88,2018-04-19
717f1aa9-644f-4330-a466-7738211a14eb,Hat_575,91,Storage,a93d06e7-bb88-4fd2-a401-e02f1330b873,2014-09-21
3bbcc4ee-a4aa-47b1-bfab-a73b41054d45,Ergonomic concrete ball_753,14,Outdoor,a93d06e7-bb88-4fd2-a401-e02f1330b873,2022-10-10
85ce41a9-8f32-44fd-9991-403dc9eed628,Towels_282,35,Storage,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2002-11-23
3035e0e4-adef-455f-8879-bf61d90fafeb,Frozen chicken_257,50,Outdoor,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2017-09-29
b83d19d0-34cf-4708-8010-5569fb9a4b90,Rustic salad_532,21,Outdoor,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2009-02-06
97b146c4-e5a4-44c5-8242-a328b2279f7f,Granite car_773,100,Flooring,7d3109aa-6129-4432-8e61-6ba0c740d23b,2008-04-12
32bb8d81-cf7d-4d89-a1e9-a54ece1cd8c8,Gently used chicken_63,5,Storage,a93d06e7-bb88-4fd2-a401-e02f1330b873,2007-04-18
ec2c9998-2bdb-40fb-bc96-c8ab26b8dac4,Tasty bike_244,79,Plumbing,a81640ef-f8f2-44d3-ba59-913aef97eadb,2009-04-10
24e7da0a-2117-4ed6-b1bd-9b14f0cd6db6,Steel ball_124,41,Flooring,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2013-03-17
1d043263-f5e4-4b56-b83f-c22754f4b7e7,Ergonomic tuna_722,39,Outdoor,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2017-01-13
e45135f3-e6ee-42c4-aac3-dcdc931e18a5,Steel pants_573,80,Kitchen,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2005-03-31
8d36e661-bcfa-40d9-9d35-ea555c530efc,Soft car_181,29,Flooring,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2022-05-09
83be26d9-9489-4a8a-af4f-6b9da73753ed,Chair_521,98,Plumbing,ea5c757b-836b-4b68-b251-d087f4929c88,2019-04-16
a93ef5da-5013-42ad-b151-f18138b7a7e6,Ball_140,43,Storage,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2010-05-26
ca6ba903-ecb2-4411-91e3-064b06cc0cc5,Tasty soft chair_84,59,Kitchen,ea5c757b-836b-4b68-b251-d087f4929c88,2004-03-25
28bf9441-12b2-4ccd-bff0-1848b5067241,Metal table_953,61,Tools,7d3109aa-6129-4432-8e61-6ba0c740d23b,2007-04-18
262b158e-55c0-41f7-828b-e79414e7b8bf,Licensed bike_346,64,Flooring,ea5c757b-836b-4b68-b251-d087f4929c88,2014-09-22
a5e8341c-8e7f-4270-9c88-ef8b6a1ba5b9,Granite ball_124,89,Plumbing,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2022-04-06
5bf44c60-37db-4cc7-96e0-b9aa95bdc1d8,Granite towels_179,99,Outdoor,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2012-08-25
59008120-85c3-4789-af78-a81f833fb50b,Licensed soft mouse_1000,42,Tools,ea5c757b-836b-4b68-b251-d087f4929c88,2014-12-15
165666cc-b2a8-4f12-ab83-c5247273bce7,Soft chair_490,17,Storage,ea5c757b-836b-4b68-b251-d087f4929c88,2006-09-07
99aaeb0c-b6a3-4e98-ae29-9dcefef737eb,Cotton mouse_904,31,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2019-02-17
0a816754-31b6-47af-8667-6c76bbff16ac,Keyboard_998,6,Flooring,ea5c757b-836b-4b68-b251-d087f4929c88,2018-05-07
d8cf526d-cb56-4699-80d3-55123f95f42f,For repair plastic gloves_384,52,Flooring,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2001-05-19
77189fe5-3845-4c89-b5df-587d89abe719,Practical fresh gloves_133,70,Outdoor,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2017-02-06
44d07b5f-0985-45f0-87dd-a8b2229f6559,Awesome gloves_833,99,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2004-03-06
d053f358-693d-42a0-87d6-e211f0ffba81,Rubber soap_929,95,Tools,a81640ef-f8f2-44d3-ba59-913aef97eadb,2015-01-09
f6c797db-c729-4640-835b-4832440ae73c,Gently used computer_694,66,Outdoor,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2007-11-26
e926ae95-9395-422e-9368-7f64d3695c79,Intelligent wooden towels_436,47,Kitchen,a93d06e7-bb88-4fd2-a401-e02f1330b873,2021-08-12
8e2f2eba-f718-4c3a-9300-fab810704d2e,Table_980,86,Flooring,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2003-12-27
a8d69974-4c3f-4ab5-b91c-a4fd730c6c38,Awesome car_410,43,Outdoor,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2021-09-24
b52bf14b-7d14-4992-8a71-8abd46aa082b,Wooden towels_980,44,Flooring,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2000-07-09
be83154c-70ec-4652-a57c-75985625e7bd,Sausages_261,25,Outdoor,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2011-08-18
3959eca2-dbd9-4ba5-9cfa-5ab4df88bf5f,Soft bike_508,36,Outdoor,ea5c757b-836b-4b68-b251-d087f4929c88,2015-07-18
813d6941-f1fe-4e94-8148-98bd1c799d1d,Shoes_744,52,Flooring,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2007-03-25
a1546977-26c7-4092-a1be-59e06bf7238a,Bacon_283,11,Storage,a81640ef-f8f2-44d3-ba59-913aef97eadb,2006-08-31
3332c024-4326-448a-9951-b2ba9b4baa65,Sleek concrete cheese_34,33,Tools,ea5c757b-836b-4b68-b251-d087f4929c88,2002-07-06
197042ab-455e-4dc0-94bc-753bf3f3f780,Steel computer_28,43,Flooring,ea5c757b-836b-4b68-b251-d087f4929c88,2004-08-06
d9f3f3c6-0d1e-48a6-8054-cc8abd626771,Metal salad_567,55,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2013-02-13
b3fbb700-efe8-484f-8d50-1ea66a263bcc,Licensed ball_878,12,Outdoor,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2020-10-10
7d31d3e5-77b0-4ba7-94c5-94d0722a4a95,Used steel mouse_530,12,Plumbing,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2017-12-19
18ae54af-a1e4-49f3-ad89-acd3ca3c3709,Wooden table_661,22,Plumbing,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2004-07-28
903ed44a-c545-40ef-bdfd-826e8ae08f0a,Soap_515,79,Plumbing,7d3109aa-6129-4432-8e61-6ba0c740d23b,2022-05-19
17ddb4f0-2926-4f70-a03d-7b7f3d17f605,Steel sausages_768,18,Plumbing,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2013-10-30
6ca39b03-1582-474b-afa0-d31cd195920c,Awesome plastic pants_27,25,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2012-01-01
12a62bb4-9a19-4edd-8f4d-d507524fcfde,Gorgeous cotton salad_397,41,Storage,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2007-07-09
9077a765-9fb8-477d-9069-1558cffb5fc5,Practical shoes_569,41,Tools,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2005-07-16
a350814f-9e79-493f-987d-300ae0459164,Hat_965,18,Outdoor,ea5c757b-836b-4b68-b251-d087f4929c88,2006-03-04
98389e52-cc73-4f86-b643-b4ee054092ed,Shoes_71,85,Storage,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2012-05-29
aa6b910c-6c32-4175-876c-722b3200a528,Ergonomic salad_933,9,Flooring,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2014-03-04
6683dd59-5317-4e13-b43e-169dfa2bc2c6,Ergonomic car_156,32,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2016-04-20
6ba762de-48f6-4bd1-9c7c-9d67a575cecc,Rustic salad_977,22,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2012-03-31
e8991eaa-34a3-459c-a7df-fbe69af4b9d6,Handcrafted soft shoes_968,63,Kitchen,7d3109aa-6129-4432-8e61-6ba0c740d23b,2014-04-25
c942c912-31f4-49f2-a915-c1ac4afd68d0,Chips_997,95,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2015-05-12
f294c819-c586-4c2f-bc0a-8c8a81acd42f,Refined wooden keyboard_652,81,Outdoor,a81640ef-f8f2-44d3-ba59-913aef97eadb,2020-10-09
8112ea70-cbb0-45c8-b78b-2a06c10d0e78,Fresh chips_929,18,Kitchen,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2015-10-13
bb2f94ad-25d4-4812-be53-836d5548551d,Chicken_337,27,Kitchen,7d3109aa-6129-4432-8e61-6ba0c740d23b,2001-04-14
fd642f44-b5e7-4b33-881e-05a10a9ce6f3,Chair_465,27,Storage,a81640ef-f8f2-44d3-ba59-913aef97eadb,2010-11-17
859b739a-f7f3-4886-ad50-044fc56e2cc8,Bike_100,35,Outdoor,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2000-12-23
13329318-181e-4d0b-a737-0b9f6323a512,Refined pizza_528,37,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2007-10-03
c3114ed5-9083-4d4b-a90a-45f7d03b20d6,Granite sausages_268,18,Flooring,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2002-03-13
988f5cf7-16e6-417c-8996-2ac17f5300aa,Handcrafted salad_265,74,Kitchen,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2016-03-22
f68a098f-c758-48a4-88cb-103c2ba4445c,Unbranded concrete keyboard_569,66,Plumbing,a93d06e7-bb88-4fd2-a401-e02f1330b873,2001-03-28
8be566b2-ff10-4640-810a-d401b2365ae6,Handmade metal chips_836,33,Tools,a93d06e7-bb88-4fd2-a401-e02f1330b873,2001-10-27
1d574238-1a6a-43fc-a4d7-e651aada7fa4,Hat_113,41,Plumbing,ea5c757b-836b-4b68-b251-d087f4929c88,2003-09-19
f727d01c-43eb-4ac4-8dff-a42aabca964c,Bike_612,31,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2012-09-10
9722a930-80f7-4e8a-943c-668f08daf7fb,Plastic ball_30,92,Outdoor,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2017-02-25
88af98ad-293b-4494-85d2-3dfdc859598e,Incredible keyboard_36,66,Outdoor,7d3109aa-6129-4432-8e61-6ba0c740d23b,2016-09-14
ff2a56ac-e92d-45d2-9e58-28e1453978f5,Incredible keyboard_93,86,Tools,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2015-03-01
892bab52-9e35-4fb1-8b10-9193f1474060,For repair soft bacon_254,82,Tools,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2009-09-05
45817e72-7c40-48cd-917c-c550bf66d749,For repair granite hat_302,60,Storage,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2011-01-06
d6f49e45-e437-4877-a58d-0dffc5957557,Table_635,25,Kitchen,7d3109aa-6129-4432-8e61-6ba0c740d23b,2001-06-18
73b4c499-818d-47b0-8ba6-421a470e0496,Bacon_888,46,Plumbing,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2019-12-03
0ff7af1e-7300-48c6-85a3-032a22a358a7,Fresh computer_423,25,Flooring,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2000-01-10
5f198d24-6fdc-4afa-b217-b1cd029f57ba,Plastic tuna_123,8,Kitchen,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2004-08-17
953e6c22-bd40-41e5-882d-9234193d1ac3,Rustic granite fish_535,43,Flooring,a93d06e7-bb88-4fd2-a401-e02f1330b873,2015-11-09
c8238b04-3c58-45d0-b937-f303a42975b2,Metal shoes_746,92,Tools,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2022-09-17
9e600d1b-3e46-475b-92f1-da427b4bbd62,Cheese_392,89,Tools,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2005-05-11
d0c1f8b1-7dbe-4f87-9b6f-1b0d7d001979,Used chair_495,92,Plumbing,7d3109aa-6129-4432-8e61-6ba0c740d23b,2004-07-03
0c1a53f6-e6e0-462f-8fc0-a189574c9425,Small chips_530,59,Plumbing,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2021-12-22
e729568e-409e-482f-a5bf-ba0d89b52d7f,Fantastic bacon_802,71,Outdoor,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2005-11-06
6331120e-8a00-44cb-a8ed-9463a21dcdee,Generic concrete pants_368,66,Flooring,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2022-04-22
b2b3a36a-73b1-49be-8e0c-ab3070e1d5e8,For repair frozen hat_642,100,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2015-01-01
5d426f16-89cb-4e5e-ad8a-690ed0193205,Fantastic granite keyboard_145,25,Tools,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2010-08-03
6aba968a-326d-44b9-98e8-51d54cd737ad,Small plastic chips_644,34,Tools,ea5c757b-836b-4b68-b251-d087f4929c88,2000-03-27
50beabd8-5a07-458c-84d9-794b6a26eafb,Small granite bike_930,100,Flooring,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2012-01-26
89149f81-34d4-42d8-b657-38f5a2e584d2,Intelligent plastic computer_230,56,Plumbing,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2021-10-09
4ee39611-a31c-4f2e-bec6-4994df3790b6,Salad_556,79,Kitchen,7d3109aa-6129-4432-8e61-6ba0c740d23b,2008-12-30
c78cc0da-a96e-4176-951b-70882412f4c2,Computer_52,15,Flooring,a93d06e7-bb88-4fd2-a401-e02f1330b873,2002-02-12
44f94411-5ff7-4319-8d79-7ed79ad5cff7,Bike_144,87,Kitchen,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2016-10-24
ce5c63bf-0ed6-4148-af96-e6634cc385b6,Steel fish_381,44,Flooring,a93d06e7-bb88-4fd2-a401-e02f1330b873,2014-03-29
75ddda9d-f68e-4af0-8876-ba9504c13fc9,Gently used concrete fish_152,59,Tools,ea5c757b-836b-4b68-b251-d087f4929c88,2002-06-24
70321e50-a7a0-4f59-83a1-b4ab325ae412,Chair_494,35,Flooring,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2008-08-16
0555016e-83eb-45c0-9f93-a1550ca6b605,Wooden gloves_105,30,Kitchen,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2010-10-15
a9312791-2cdd-416e-bb3d-3d01ce5951b3,Awesome shoes_766,73,Outdoor,ea5c757b-836b-4b68-b251-d087f4929c88,2002-04-26
a7fa0120-c6b3-4845-992d-e84d35bbc5ba,New mouse_294,13,Kitchen,a81640ef-f8f2-44d3-ba59-913aef97eadb,2004-11-11
a0feab6d-034c-427b-94f2-bdc4802351ca,Computer_255,40,Tools,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2009-07-31
dc77ccab-c7e6-4233-94bd-28d529aa64d9,Rubber keyboard_209,73,Tools,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2015-06-04
b8191db1-b915-440d-aec0-40813a55a012,Metal bacon_247,82,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2013-01-04
2019a040-f112-4f0a-ae78-1aa56c937789,Steel chips_127,21,Storage,7d3109aa-6129-4432-8e61-6ba0c740d23b,2008-04-25
c1798ea8-3081-41b8-95a4-b6963bad2931,Rubber towels_796,9,Storage,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2000-03-04
341f7ad9-74f2-4f39-8d5d-d6ad83554869,Generic ball_753,82,Tools,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2021-03-15
23e5f805-c740-4c94-b8e2-11445b10a993,Soap_235,30,Plumbing,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2008-07-08
60508b4e-102a-4ac6-b271-f16de2b8e3ad,Rubber chair_860,8,Flooring,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2013-03-31
5bd045da-897b-4633-96d5-1bbe76762dcb,Licensed cotton soap_421,55,Kitchen,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2018-08-22
3126843e-7447-414b-932c-f31a89b0fe5c,Incredible fresh pants_67,78,Outdoor,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2004-02-11
382e9691-014d-4a11-9ec2-0a43c03da7c3,Gently used cheese_876,78,Tools,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2001-05-04
efd59621-d4d7-4725-8da9-22183f9cbbc2,Unbranded pants_957,14,Flooring,7d3109aa-6129-4432-8e61-6ba0c740d23b,2013-09-22
9bf2c474-880b-4cab-92ce-244fc3000804,Handcrafted frozen computer_519,16,Storage,7d3109aa-6129-4432-8e61-6ba0c740d23b,2001-12-04
455ac63e-3978-4a08-9938-7a1fdc5c35ec,Soap_814,44,Plumbing,a93d06e7-bb88-4fd2-a401-e02f1330b873,2017-07-17
f7869e32-af5f-4ff8-b6ed-0e15c058f24c,Sleek towels_670,19,Kitchen,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2009-12-06
89c908ff-d976-4dae-8099-c84200f7acb8,Refined metal pizza_725,54,Plumbing,5bb14b26-1c8b-4fd0-bdf1-39a1d6a744f0,2000-06-02
13bb4fef-184b-4a29-a1b1-0606705226c7,Sleek salad_886,14,Storage,3469cc7b-d108-40b7-b800-d9739aa0e4f9,2010-05-22
fb9dd475-aae6-4583-9bb1-9c72dca529d9,Chicken_97,31,Tools,2ccb1c94-2293-4cb7-b0c7-9cae08203b1f,2014-10-23
ced41c69-f4d0-4758-9a28-00d0c52e388b,Rustic concrete fish_66,96,Kitchen,f1fb6bd9-700f-4a43-af9d-e88dc02e9c62,2002-10-07
2537e472-404e-421a-83fb-0020cf2fe0c1,Ball_239,33,Flooring,4000b7dc-cf99-4bc5-80e8-ebe3353342ce,2014-02-04
