employee_id,return_id
1727ccd2-6e14-48eb-adbc-6fde9e37994e,cdbabc1f-97f0-4120-a2e9-c13c8a3c2968
81778793-eb97-48c0-be13-d3ab7b405a5b,9a78ed47-0207-4e22-807d-69d1f3f7d695
cee5ef63-f6db-479d-b8ac-3007e4eea8dc,44a9287d-7dde-4431-b756-7f9c21270c4c
22ee8e92-d228-424c-a09c-c8a223575bf5,03370c67-a386-44a7-9216-388788c55bcd
ec7a4827-f09c-44f0-a0dd-19d32dfcafea,8463c9fb-35cb-4eca-bda2-45fb69e4a7b5
2224a377-a7fa-4fac-889e-6cf3307b8a3c,d1283839-046f-46a6-8438-3527f4527537
b151c70c-a386-4fc2-8f41-717450302ecc,d349c121-7b9b-4e43-b69a-20a8034b5a74
f21118e2-bf6d-48d7-9d93-f004d5f6b653,25bd04b8-1a1d-49fc-ad9d-7c66b4e34b0a
18fee26b-0bff-4ac4-948e-06b0c70e2130,396ec0c0-7000-447e-a16f-1cdc02821da8
9e5e44d9-ee61-4563-977f-e6b80e0f4ea4,cc1ea14a-9c9c-4952-bda6-5ef0a61ba4fd
849bcffd-f63a-466e-9837-558488873202,0e994be4-ba5d-4692-ac1f-ac61f74d7b7c
0d0c1b99-5587-46f1-994e-4d33dee5bd06,1efc7a84-651f-49dd-85d3-8c30214ca9b2
28aa194b-b4a4-45b5-8590-c6423660efcd,788a1c3a-a447-4656-8e54-8f5ca0e33f72
49587371-03f9-4f55-b938-5e998e3bd5f7,f0de85d9-701f-4922-9584-5d294f5eca5d
f0f1cae9-0512-48d9-9a3f-b47bc9384580,c547282d-2383-4e74-b76b-3a3492dd6b33
9c0bbadd-e696-4bd6-8f64-f9e54864acd4,cdb1cc9f-d064-4c37-a059-3349022b87a8
5086bebf-1d86-44ef-9402-2c9876130aa6,e3dc5676-d97e-42d8-a052-b7a5597a79e8
d0d15295-c488-4be9-a31f-6aea71c3f25a,747775e3-4384-462d-90d8-c06af798efcb
6abf4e0e-587c-4ddc-9708-559cfcca0251,5dab6a64-f080-4ffb-b513-d2468d8f3b7c
78660e01-1661-4211-958c-7defa4464b69,32a3c07c-4d07-42fc-a4c3-611f46ae0ebd
325a6985-e79a-4be2-9a7e-29abf8c24d19,4a0d8429-1d2a-4af5-a3c7-2d97f4afd65f
0bb48ba1-eb5f-4f1f-96de-8f1fd5a697bb,b144c7ec-8341-4c7c-8427-bd171bbd52e8
1b9f2310-6767-4a02-b233-46decff11ea2,d6dc3b31-9cd1-4357-ad12-bc2e198f25d2
c1dae149-4a3e-477d-9888-bdc697c11c5f,d54d623f-321d-4feb-ac1d-2db5cb79c875
04da8efb-b108-4960-9d89-7b0b05bc0b85,69552f45-abb3-40f4-98da-7568275a2e0c
24316885-5700-4eef-a321-4a2d6fb84398,c255e120-b6c9-4739-aff0-dacf8ad37787
a9c6317a-6af4-4a8c-bbab-28a289f7fcb1,655f82c5-0183-42d7-8a5f-1a8503fdbdcb
9003bb08-1e52-49cf-99a7-7f1576081dfd,638b9942-3943-4522-8778-3aa7e685b122
a23e0e46-2797-401b-a9c2-4e02709c8269,67c118a8-c4b8-4600-a29e-1677fec921e5
2c5313ef-3701-4b9a-92d0-48802b5dcb7f,7bd4b0c5-e7a1-4acc-b8dc-6dabbdaf4bcc
89987c2b-4f0e-49c2-b397-08a5e77299be,786148f5-de99-407d-876c-9ec72f1f9428
0ab39ead-fd32-4447-9398-f68ec3d09afd,0cba5d24-ec09-4e0d-8d8f-b4456a708e36
3f3e44d3-b382-4190-a615-98f6eedde363,174b43af-6a2f-44f1-83ee-82c18b3acc03
14400e99-8bcd-4b2e-a201-e0fd55acd767,746cda12-2d91-4a42-8a83-7a4bb6acc135
b4269aba-0178-41b5-b07f-aa2fccd2e4d3,0e66570c-e577-491d-8728-04d55fb7cd63
98d050bb-1def-4219-aae4-b0a8535f0892,dc8a5b3f-ed75-4861-a57f-8eff0ac9eec2
e1c37585-851f-4abb-bdf0-c3739a18d980,44c772ce-fd38-4b77-8dd4-1851aba8b158
ebaa4aad-d879-4136-a312-c37b28ab3cf8,1ccdeb1f-f4fd-476c-a1ad-33b4e0640e96
669ad4bf-640b-4032-a2dd-ea60d087541a,d3996daf-4ba0-4efb-85eb-58d7178674ca
39427c9e-36d9-47ae-a843-85dfc62330df,02c35845-c682-4014-b538-a7066297ee47
d464d601-63ae-4cd1-a7b3-71197a750bca,3cec3ec5-6b36-4247-be3b-74451a003aa3
c279864c-e58f-456c-b8a6-0ccc8616886a,2b0eba73-9dd6-4157-877f-a3c415b6d45e
a507e355-1a14-4775-b13e-e98e4cf7dba3,7a38a345-3995-4e94-bafd-919936b00389
ca54d27e-8090-4e2e-8064-f6007bd46997,c2e385c8-1241-414e-9061-57f43528863f
a9c6317a-6af4-4a8c-bbab-28a289f7fcb1,4a4b0a9e-6ead-4776-b54a-3b211fda2890
6e7e61d9-929e-47db-9caf-1f9e41c548aa,e58742a0-8d12-437c-8f55-ee3f74f7e451
748a5377-3831-4971-88e8-bdcec9fda9d3,582dd917-ed02-45cb-9708-cb7e744db3c1
4e57f9df-1a89-4004-8b53-896fdc474973,2766b627-bd11-43b5-a92b-e4a374b43235
a9c6317a-6af4-4a8c-bbab-28a289f7fcb1,bb5598ef-7b0b-4fd1-a70c-75d5713f5a61
11a1c214-9179-4cc3-9eff-bca35de0283e,f57ac9e8-c192-4470-a19b-e5c343d345d2
21e0303b-3e1c-445d-b0a8-7d17d37e188f,1ac1109c-970f-4c81-ab9f-b6c499dece43
5255660f-2da1-4ec3-ba75-596a173923fd,e4ff925a-3a70-4baa-812c-61f26353dd92
16c46e73-61e2-4345-ab3a-6c27bf87008a,362cfa90-4b0b-4f89-a6e3-f87b2e8bce14
3e5d1c36-6df3-461f-8635-10436a4fae46,3878c820-febe-4257-b29b-62d46444b5c9
ef593391-dc99-4258-afb4-5e2d8abe1ece,5647d21f-7fe8-49c3-af58-7c0552a94f8a
471feed5-c300-483b-b438-b428f83827d0,0addfd31-052b-434a-8c4c-b6f9aeabf8a1
5683cee8-eced-4870-8b68-e0721b39ddb9,6651cdc8-0a84-4f62-9ac1-394101cfed4c
82a319d0-adfc-4e01-b6c8-eb937b835df4,76c2f006-979e-4389-bf03-7119ce7a1f2d
2fa6509b-8ac9-4310-acb2-39f98fe9453f,79b6618d-8d43-4057-bd79-2243bba2accc
fa9b8888-ccdd-41a2-919f-5b61a4126558,17f26952-a55d-420e-aee9-964dc3385355
4a9c9695-d623-49ed-b0d3-4cdde830c3f6,4a6336b0-f08e-4fac-a4d9-b4dcbb80b34f
b4f3f274-7f9b-4c9c-8a4b-eff8986650ea,6a5d115e-c17f-4420-b5ac-dc1a6802553f
5fe14ecd-3c70-4cec-929f-38115786077c,d9fef229-0683-43bf-9069-6d3b875d5022
37c43266-8903-48d3-b697-85291844fe6a,d4dce4ce-b401-4588-92c7-f99cd6b3dbc0
71b31a79-901b-4016-a4fe-5d3ee368fb35,36f8c8e7-44af-4771-a41c-06d7f1680e1f
a59a3bf7-aa6e-4cf0-9cdb-9613ccc02fe5,173aabde-2fbc-46f5-809b-6f82bcc537c7
22ee8e92-d228-424c-a09c-c8a223575bf5,1cb7f6fd-be61-429e-a692-0a41dab844b7
0d3d24a8-4ceb-43b7-8319-9ec8ae90cdeb,e7fe4174-1a6f-4cc6-9c30-56e56d44a008
f853fd8e-560c-49c8-a65b-32cb96fed129,12d41066-42b0-417d-83d9-9fe123b228b4
057cb00a-ab54-483d-846f-b5bcc401665c,a63a3514-99a2-4ad0-857e-4a331fb11128
79d984fe-2f38-4a1b-887d-d6657b58f5eb,ba5a2b1a-dfdd-4f22-99e6-a5dcce8037a8
05b00d98-2a5b-4bb5-b9fa-92d30c2d5772,e2ee120b-b15d-4440-8438-b8a2055bbbb8
cb839648-0eeb-4682-a563-7ba1b96dc514,1bd06af6-19ec-47e3-82ae-945ba620a3f9
ce0d17ce-2103-4e7c-bf9f-f1db259fcff1,69d7bd71-5ffa-4ec6-804f-1257bdd4b6eb
b2a6bdbf-6c2b-4a58-889d-39884f44ba58,934a9f34-51d6-480c-9267-296c5aa68ae4
36f2e110-d23b-409b-b916-cadd6ffb63ad,3fc77739-e6a2-4e8f-a5ac-45f2cec63c2d
b93c9cf3-e66f-421b-9aa2-1a6ec0b21236,76e75ea7-b726-4271-92c9-6097145fac8a
aee9b21c-5efd-4ade-bdcc-cbf050deff3c,793a96a7-2878-4c95-b590-7a108cf3e411
d5fe2f5b-c21f-4857-92a1-7ace7d2282fc,828322bb-7928-4b4f-bafa-118f96485dce
c8e8a13e-b9c2-465e-a372-4e225fb06c3a,31f28555-c2a9-40b8-941e-b5878a5e393b
ca54d27e-8090-4e2e-8064-f6007bd46997,a944c881-5dfa-4153-9757-e7ee85ca7d23
d954477c-2032-4faa-b88e-5c603b4a186f,f1182a7a-314f-4d53-8e64-3a095683a0b6
fd2e7956-39d4-474a-afe6-30ca882a16a9,ea83e80f-018c-4cfa-9634-a56b803006c7
