id,product_id,status_,employee_id,company_cost,description_,processing_started,processing_finished
63a79daa-3f5e-461b-88a4-dd97e6a99721,2ce734d5-3ef7-4e38-aeee-b8adc04beb2e,Completed,ddb0956c-03a1-4395-b026-f47849cead58,355.74,Miasto 3 z powodu zainteresowanie.,2024-12-28 00:00:00,2025-01-27 00:00:00
87306a20-9205-45ea-9c06-b7bc46756df5,18c3858f-816b-4743-b924-583760e6eef9,Canceled,6ec53487-6bd9-4ddb-b893-82981339a18c,263.81,Dziecko dopływ czapka.,2024-07-31 00:00:00,
4e5153ff-1197-4de5-b076-4e9173baab15,9a5aaa13-7b08-4bbb-9aa8-945fcb88be1d,In Progress,0c3bc807-f0f8-4adf-83ce-16c8c447c8a6,99.95,Głęboki niebezpieczeństwo lato 10 przynosić.,2024-01-13 00:00:00,
c2a6f901-9211-4e20-b322-2c51c2d238f9,7032a01a-80fb-47da-abba-27540283f278,In Progress,74b8fc0c-6ca2-487d-854b-3bd307c7e499,174.23,Osiągnąć specjalny zapis wyglądać ziemniak piłka nożna.,2024-02-10 00:00:00,
3a0b40c4-25f3-42ef-8079-7f5d8a4775a8,1792f88d-c13c-454a-b207-53ec2a46794d,Completed,59f628cc-9fff-4d69-93fa-7df3e9d17ee8,214.57,Poduszka miejscowość jednostka.,2024-05-04 00:00:00,2024-05-29 00:00:00
5d4dd0b1-cbf5-4e6e-9c1a-571b8991209b,76d9de0f-505a-4e7c-8694-2d2fa2374e5d,Pending,40acec5c-7f13-4b87-8156-e1b24b7aeb4f,426.63,Szkoda wykonywanie być gniazdo zwyczaj hałas skóra.,2024-10-25 00:00:00,
7da43d6e-2f6f-4cb0-8329-dc6817edd138,bd4b779c-b639-44c9-a8fc-3396b1cca76b,Pending,80cb4cd2-65ea-443b-b859-728cd05aa4c9,445.19,Podróżować wierny podłoga przyjaźń koniec smutek wejście budować.,2024-04-04 00:00:00,
22e986ea-0c45-4dca-b984-16c6beaf259e,b3eda1e2-60ec-4f02-97f4-ce3413551b1a,Pending,3658b7cb-f2f3-4577-8fa2-a6c360474a71,394.75,Piosenka dostęp sam ochrona państwo.,2024-06-13 00:00:00,
a7026092-7409-44a2-b2d5-235ef0710500,b8fa09ea-d2a1-45be-8b9a-6d6ee2a5c7ef,Pending,fb734814-82f0-401a-b305-2ea635b92c88,170.22,Zaczynać polegać dwadzieścia oko imię chiński według.,2024-09-13 00:00:00,
3bc8c97f-c48e-4bc1-93b9-4583b7a4f7f7,463a660b-928e-4f99-a7d8-3dfec1e252b1,In Progress,510b3361-5b9c-439e-a837-c8642f20bd6c,237.23,Jedzenie umrzeć świadczyć mowa przyjemność nauczyciel powstać i.,2024-03-26 00:00:00,
bb0ef79e-9bfc-440a-80c7-4794b6661d20,9c31fbc2-a01b-4369-afa9-24333b4edd1c,Completed,d61809df-a731-4cd4-971f-0bd5a1222ae8,163.5,Wytwarzać sztuczny ciepło oko mierzyć bitwa.,2024-03-13 00:00:00,2024-03-14 00:00:00
f1f161c1-46c4-4347-a5c6-06f4b850e777,36341098-fd75-4092-a6a6-c2ce33cd04e7,Canceled,d61809df-a731-4cd4-971f-0bd5a1222ae8,330.8,Minuta dziać się ludność pojawić się sok.,2024-02-10 00:00:00,
fcd79d5e-d244-4ef4-b913-fdea897eb292,5e30deb5-5e69-4d70-a970-ec3de57dec1d,Pending,59f628cc-9fff-4d69-93fa-7df3e9d17ee8,349.92,Równy samochodowy czwartek spór wolność król.,2024-12-02 00:00:00,
356688aa-1ecc-49bc-84fa-e00ac5c22675,ef028bae-7b79-4f0c-aee8-65cfeb8e556c,In Progress,50dc15c4-cd5c-436f-8ea6-5c98ccfa3c06,242.39,Roślina udział prędkość średniowieczny sygnał.,2024-08-30 00:00:00,
a98f1bc0-a052-4321-b8cd-8a78376d71c3,2d7e9745-2301-4afc-85b8-04e401ff2934,In Progress,bc3415f2-d8aa-43a8-b129-3f2d6e1d3521,439.32,Budowla gardło warunek jedynie jajko.,2024-10-30 00:00:00,
a0f44829-3687-418d-921a-0b6a963c8b16,a62c51d9-17fd-4781-9240-9e429907eb18,Canceled,de2b68fb-c3bc-4445-8eff-e9e4d98c883b,472.2,Lekcja dobro ojczyzna technika kontrola metoda.,2024-11-12 00:00:00,
686b3434-e487-4152-a74e-10d43cecaac3,8c79269f-e019-4c98-9e07-1184f7bbe23b,In Progress,ed01c8dd-66bc-463e-b01a-ca3fdd1f3025,207.82,Lub plaża okazja coraz wkrótce sztuka.,2024-07-02 00:00:00,
f57296c7-d335-4b4a-85c5-1f219416aabf,f0bbc5c5-fb7f-422f-9afe-a82fffc16d36,Canceled,72b15c68-f102-4b91-ae1b-66e0b54637eb,314.37,Wiara złoto opłata.,2024-06-14 00:00:00,
e14797a8-4594-4120-9faa-2d5e15e79586,fb60859e-58e0-40b1-93c1-1068d51c9829,Canceled,5f3676fb-e343-4a02-a7ac-8f1906dc5873,166.16,Mocz klasa piątek 6.,2024-11-19 00:00:00,
22807ae8-f194-45d7-b501-61b16849aa90,91c34be3-18e0-4569-b362-2e004ff0f162,Canceled,59f628cc-9fff-4d69-93fa-7df3e9d17ee8,301.72,Dar poprzedni od wspomnienie noc.,2024-03-27 00:00:00,
1d7801bd-5d37-44ce-9adf-e2aa6f287ebc,280cb1b4-42df-46d3-8921-eb98bb0d8824,In Progress,f9eeac23-24f5-46f5-ac15-a14f2482cc9f,250.02,Ciąża rasa pomysł gotować 10 urzędnik także.,2024-03-03 00:00:00,
cbc2e657-7884-4d87-a132-7fa24a637212,6f9e2b89-9504-4ce6-87e6-7e09aeb2c70f,In Progress,4fb37326-8ccd-4425-80e9-d3719124eb64,195.76,Komputerowy kontrola prosić niszczyć filozofia łódź.,2024-05-08 00:00:00,
4c4c14de-cc28-407c-9b17-17f743885901,dc230098-f3f0-463d-b6fa-94830d88755e,Pending,b794b1ab-4ea6-453c-ae39-5b7d9b74b670,377.83,Jezus broda stary postępować przedstawienie.,2024-07-04 00:00:00,
1b7f3892-ac2b-47dd-967a-fa1695dc0695,9ed0d503-96a4-4e11-8bc3-b2dcf5cc024b,In Progress,3db99ad2-8fa7-4f79-862a-9c1c521b5120,163.42,Samiec rodowity pokój zrozumieć można.,2024-06-18 00:00:00,
62cb8f43-26d0-43df-b399-c283918cdc38,2fa9d219-b861-4233-944a-ac8801721694,Canceled,434830d9-bd7f-4112-b54f-560705191800,246.21,Wada Azja ciągle utwór Żyd.,2024-10-24 00:00:00,
96a4acb3-a113-4412-906a-2c9b4fbfea4f,76d51fe8-8612-488f-b0ff-6b00309d70f5,Completed,ab98b005-02dc-48df-aa5a-cea2fe7721ad,122.2,Czyli włosy zeszły uniwersytet złapać towarzystwo.,2024-07-24 00:00:00,2024-08-03 00:00:00
255e099c-cfa6-4419-baba-57f058c03d04,c78f55c4-a7dc-4889-b402-3cc05a65e6b6,Pending,ecb6a9d4-99d9-4169-b0b5-7fd4778c116d,452.46,Luty wolno miły zawartość drzewo.,2024-09-10 00:00:00,
a2c82496-3529-4604-ad39-da12bff66a79,ef6f6236-e1f7-43a9-8bf6-ee2e04da2b3a,Canceled,8a4058e3-e88e-422e-9c21-f714fcf12654,458.04,Środa wydawać proces grzyb.,2024-02-08 00:00:00,
edecb715-6f09-4e30-ad37-f081cab8fabb,22dbfd01-fe52-4c6b-a0d7-ef4172036801,Pending,eac397c2-354a-4f2d-834b-43c6d6075511,203.89,Potrafić wpaść prywatny wracać katastrofa różnica.,2024-08-29 00:00:00,
70e7bf76-c8e8-4b3c-a49e-536a7f33828a,f4c2f72b-edba-46af-a00c-4ac16c3099d2,Pending,e84cd978-fd5a-45c3-8170-d8c61b8865fa,184.15,Wzrok mąka fragment pszczoła działanie wystawa urodziny.,2024-05-18 00:00:00,
48a82544-593c-48f4-be72-abfa9a82b33b,d9c69f2f-a306-4e46-ba9c-42afcb83e60e,Completed,6ec53487-6bd9-4ddb-b893-82981339a18c,64.32,Jakość sport przeszłość późny.,2024-09-19 00:00:00,2024-10-03 00:00:00
b91a96bb-ff11-47eb-82d9-a78453a141aa,659262ae-4383-427f-b66d-e3a9fffd3145,In Progress,d986f329-45df-4c73-af7b-b2b9f3d65711,245.91,Przybyć złodziej ciężar przynieść.,2024-01-20 00:00:00,
b0ac2981-a6f6-4b42-a5ef-776d7abdad68,5fba4794-9c71-4056-8efe-f167870a2b34,In Progress,0c47970b-0723-4bff-964c-cbc244681a16,377.56,Przedmiot chociaż mężczyzna zielony dziać się ciągnąć styl.,2024-07-04 00:00:00,
1149aed7-b72c-439c-b35f-104cae6a4638,96e8048c-2278-4e2b-922c-606e2c2510df,Canceled,dfbf4f0a-af6b-44ba-ac47-3faab416477e,434.21,Morski republika amharski arabski policzek.,2024-07-23 00:00:00,
caa39b0c-80c7-45ee-b5a1-067674e050b8,44045c3f-76f9-49d2-b971-5039295a3de2,Canceled,f9eeac23-24f5-46f5-ac15-a14f2482cc9f,106.45,Po radio rosyjski powieść.,2024-11-06 00:00:00,
5f8697b8-8d8d-45b0-abca-89c5393d8add,5da23423-1fc5-4cf5-9f5b-dae3bb9b900b,Canceled,40acec5c-7f13-4b87-8156-e1b24b7aeb4f,129.64,Sukces Izrael wąż następny dzisiejszy głupiec znów podnieść.,2024-03-07 00:00:00,
5b10c618-49ed-4b6a-b2bb-46ecd881f5ab,15874732-e0f6-449a-aa5a-799538a949b1,Completed,44a15215-70a8-414a-a04d-06ea0dbbe851,420.04,Wewnątrz albo niezwykły spadać sobota.,2024-06-23 00:00:00,2024-06-29 00:00:00
75e47d9d-8adb-4687-b536-c18d4fadb124,cec4aaf0-00db-4c2d-8a69-a7e1486e6332,Pending,d62491e7-63ca-4385-8f41-51ff35c3b443,151.16,Blady składać butelka złapać pragnąć.,2024-10-10 00:00:00,
24c25440-886f-4386-8546-cc6323c05a65,8c187654-9f4b-429e-8e56-3cf28a876236,In Progress,40acec5c-7f13-4b87-8156-e1b24b7aeb4f,420.04,Wyrok rejon panna miejsce.,2024-01-28 00:00:00,
33a9fa81-9df2-4554-8a74-373f91916142,540f546d-0899-41f1-b085-8f0d254b2a03,Completed,44eab77b-f767-4d2f-823f-1d487224f342,192.47,Cmentarz pieśń czasem abugida szybki cień wykonywanie archipelag.,2024-10-03 00:00:00,2024-10-04 00:00:00
dc245dd1-ee32-4ecc-a351-32e45b8e295d,9893f09d-d2b6-41a2-adfb-7c1ec699ba61,Completed,4788d6c9-2c04-4e13-a171-e91807c4a48c,420.94,Plac pragnąć oczekiwać odmiana wchodzić.,2024-06-02 00:00:00,2024-06-16 00:00:00
d444b62a-c3a5-4422-8032-322cf9b87cd0,7c9a4081-e45c-41b9-a29a-d3b58481a7f0,Canceled,0c47970b-0723-4bff-964c-cbc244681a16,207.11,Uważać dodatkowy dzielić.,2024-01-13 00:00:00,
aed86872-20ab-4b73-9db8-0a82b750ff14,ceeeecef-854f-4454-bd52-337752bfc017,Pending,8a4058e3-e88e-422e-9c21-f714fcf12654,489.29,Muzyka okropny oficjalny płaszcz.,2024-08-30 00:00:00,
f8b0ff02-0b3d-4da1-bf48-db954afd959c,3421ab59-4f69-4839-a20a-36f7fb098430,In Progress,4cfd2a70-29f8-4ea6-8618-7e8deb01c119,255.19,Korzystać dlaczego łagodny go.,2024-05-20 00:00:00,
f7a0eed1-d471-472b-82a8-53480e914b34,2b401753-06e6-4c61-bb2a-5289ea3381e4,Completed,6d49f060-780c-4b4b-a020-04ac86052d77,227.92,Urodzić Się pokryć odpowiedź ziarno.,2024-11-16 00:00:00,2024-12-13 00:00:00
ed1ea089-845b-41a3-8648-de88960977e2,f47a16d9-482a-49de-8ffd-7a5535960ab7,Completed,958c6e8c-ac98-4261-951a-2f562797f19f,127.32,Poza po prostu półwysep wrażenie.,2024-03-21 00:00:00,2024-04-17 00:00:00
96de8d58-64c9-483a-849d-e5dc5a7d5c91,d3ff4a01-8dfb-4ab1-b252-3af45130233a,Pending,4f8c33fe-81f0-490e-9ad5-76faadc72421,359.76,Radość przyjść wyglądać ocena niemiecki grupa.,2024-06-12 00:00:00,
59c8b8f3-d0c2-401f-b258-855061ee4e67,c7c3f453-2321-4d6c-8245-11e8f4302c73,Pending,09d335b5-fbe6-4980-b770-29c34bd40ed6,270.72,Mebel długi wykonywać korona tańczyć muzyk model.,2024-06-27 00:00:00,
025d6827-7cfa-4585-a4ad-de0d886652a2,a11182f5-e458-479d-b9c2-60e3cd4140e2,In Progress,84d7b9aa-2687-40bf-884d-62e04f6cfdd9,163.21,Majuskuła piętnaście lot konstrukcja język.,2024-08-26 00:00:00,
5ec09d07-9aab-4ef1-b477-d1b1b6bf5c3e,e9ebc219-63ca-4ee0-92a8-4eb3ed376873,In Progress,f0e40b16-ae4b-43ba-8f69-1da709f804cf,229.47,Porządek określenie spać cecha dyskusja potrzebny płeć.,2024-05-20 00:00:00,
be0a223b-b664-4504-b461-c5f3b2bff6bf,ad7c1d38-8e12-4a9e-a876-5f0849a95367,Canceled,10b758c2-3d1e-4398-ad58-a538030f1ddd,53.9,Konflikt głupi łódź zawodowy niebezpieczny urządzenie miejscowość.,2024-10-26 00:00:00,
eaeb32b8-ebd0-42c9-9c82-c8278c437f90,b28bee96-ec12-4fe8-a5ea-fd026676940d,Canceled,48d16ff3-4cd8-420a-b1ff-fbe2e05f9443,273.93,Podział zima jutro kultura grać tysiąc przed.,2024-08-09 00:00:00,
22d44d2c-b331-42fd-82d0-588142720a28,640bcded-a98e-4f1e-bc27-04a553d1953e,Pending,63e8b106-05a1-4451-9712-6648db4d62a2,414.51,Dziś świeca wystawa bądź ból obecnie.,2024-07-08 00:00:00,
0bd9b879-c686-418f-8d37-2177f056f4d2,ddde8a36-8ddc-41e8-9e26-5e00b11ccd51,Canceled,44eab77b-f767-4d2f-823f-1d487224f342,274.21,Pan wywoływać sytuacja czynić język.,2024-04-29 00:00:00,
20331277-d5a4-4125-908c-4345ef1bad4b,1d16ae66-dc93-4ac3-803d-9348dabf55ea,Canceled,434830d9-bd7f-4112-b54f-560705191800,57.07,Niemiecki zegar pozycja zimno zrozumieć pełny.,2024-04-09 00:00:00,
386e20e9-881d-4dd4-90a4-8aed7def62fb,4e8258d3-cb2b-411d-a923-ae42ac01459b,Completed,ddb0956c-03a1-4395-b026-f47849cead58,341.94,Dział ze pełnić żołądek zmarły przyjaciel szukać.,2024-09-17 00:00:00,2024-09-25 00:00:00
a3539d97-ea4e-4e94-867b-f22daaa3ec72,88f2f971-3baf-4cf4-8ee8-3df1fecfba79,Pending,e89d189f-323b-4c00-8204-fe42493bb9ff,225.96,Przeszłość scena trwać pozbawić pozostawać szanowny.,2024-07-14 00:00:00,
8c7752dc-5ada-45df-a604-f19a96b04085,5a04f647-9e33-4fde-ad39-a62bd3365af8,Canceled,4de9f1fa-7d40-456c-b756-7f96dfd81513,198.65,Owca to zabawa obywatelka zboże jadalny teatr.,2024-10-21 00:00:00,
16922815-c3f2-4314-a243-ad537b9efd68,9c2f800b-ed38-4d27-b9db-4f5b804313c2,Pending,09d335b5-fbe6-4980-b770-29c34bd40ed6,454.28,Styl pogląd usuwać kwiat miesiąc szczególny szkodliwy cebula.,2024-10-15 00:00:00,
92792d65-982e-4910-b50f-ad35d35b668c,91d5fb53-cfba-4d53-b43a-bdb917ba60ed,Canceled,80cb4cd2-65ea-443b-b859-728cd05aa4c9,181.95,Tytoń razem psychiczny urząd walczyć.,2024-04-20 00:00:00,
393b6edb-7155-4895-a506-85ececdeaf70,6597bd13-bc29-443a-b2fb-0263583cdd21,Canceled,6f6d77b0-823f-468f-ad66-a8fa84b130b5,182.92,Okrągły pies pragnienie sylaba.,2024-01-20 00:00:00,
