id,name,issue_year,main_building_material
74ef6929-2abd-4526-b729-5082dd334847,Hat,2013,Fiber
c3b2b6c3-a09c-4455-9d58-8ec9e4fd4108,Rustic granite shoes,2017,Glass Fiber
924e4e0f-1f83-40ef-8d99-d16d5b86266f,Practical mouse,2000,Glass Fiber
3ceb7c17-fab4-413d-9af3-61feac31cb09,Rustic chicken,2000,Plastic ABS
05836fda-ba97-418d-954a-4d924f81e827,Soft mouse,2002,Metal
54500449-d1ab-4a0f-8640-7cd601ff8aae,Salad,2006,Wood
71908706-d073-4180-ac50-95372715e82f,Small pants,2019,Plastic POM
8a7bc20d-c928-4cf7-9f35-7b10d0b3d1e5,Licensed granite table,2000,Glass
72cb23c1-d69b-4713-a614-b54ee790202e,Rustic frozen ball,2002,Wood
438cc575-722d-4158-9ecc-148b536a9d00,For repair wooden gloves,2005,Wood
68d39af6-5dce-4b30-a886-d219dec2d976,Incredible soft shoes,2018,Plastic PBT
d262414c-0d5b-4774-9edf-921be2414af6,Used metal salad,2004,Glass
d06328cf-aa84-4130-add3-d115365980e3,Handmade cotton hat,2009,Metal
a3788c27-7399-49b8-9adc-44fc6d5214ba,Generic rubber computer,2003,Wood
5a5d5bc8-84ea-40fb-a952-fe06003b00cc,Gently used fresh tuna,2015,Glass Fiber
f34df24b-ed92-4a9a-9442-3590d2e41a60,Soft pants,2001,Glass Fiber
25807a46-0741-42ab-9a0f-f6d59ae0466a,Intelligent wooden shirt,2012,Metal
b641c35c-07d7-4cb8-b1da-ac3451224c22,Metal shirt,2008,Glass Fiber
7643b249-91d4-4a96-8943-d81f28270594,Handmade metal mouse,2010,Plastic PBT
c5d64ff2-293e-427c-80a3-01791ac2cf64,Steel pants,2014,Steel
c1807a2e-ebb5-4d7b-8ac8-0fd9140e8fc6,Chips,2022,Glass Fiber
8bef82c3-0bd6-4983-8215-17d8b17483ad,Hat,2003,Plastic POM
6cc06f09-f0ee-45da-a411-16a1d6649386,Generic cheese,2005,Plastic ABS
7a8c1b23-4ad3-4690-914c-be33b56df446,Cotton chicken,2012,Plastic PBT
73f4fb60-2669-4020-b27a-a8191462e161,Soap,2005,Plastic ABS
ca5fda73-a783-4420-807a-da865305ca63,Unbranded shirt,2009,Plastic PBT
0a7e563f-9b78-44cd-96e6-f71659da05c9,Fantastic wooden pants,2005,Aluminum
1393f4c0-a8ca-45bc-b024-05ef842557b8,For repair tuna,2006,Aluminum
97261013-a002-43e5-91ef-a7bd9255bf93,Bacon,2000,Steel
5eba35d1-42c3-4320-878e-a4fda1d0d329,New steel chips,2004,Metal
b98f670f-37e9-4c46-80c4-a4740dc9f2d0,Sleek granite ball,2001,Glass Fiber
8aabda2a-e809-4017-baf8-409467625be5,Handmade bacon,2000,Steel
e18c1629-4b0d-46c8-90bb-01d5e8f07727,Fantastic pizza,2018,Glass Fiber
6ac8de56-dc71-4520-8c97-b05b9268a097,Frozen chips,2003,Wood
248d6497-523e-4864-9d0b-69c5eb53c9d4,Chicken,2020,Metal
01ea32ac-0b86-4569-b85e-b4239e463fe9,Rubber sausages,2019,Glass Fiber
521aa389-708b-452f-bbf7-d9b6415331f1,Rustic granite bacon,2007,Wood
466fd43b-cdec-493c-9c01-6cc79668ffcd,Generic table,2008,Aluminum
4a441da7-f3e1-4f31-ac0c-aa74abb3f671,Soft bacon,2000,Plastic POM
14535400-1ca6-48cf-b7e9-f9ffb79d4fbf,Concrete keyboard,2004,Plastic ABS
9c53f20a-aa67-49a4-81e5-5f5ae3e178e8,Cotton computer,2012,Fiber
61cb7c74-978f-494a-9be6-a9b530e5a378,Pizza,2007,Glass
4daeb0ed-f7af-4dd9-9cf2-ada2fb107ea6,Metal mouse,2017,Fiber
632f39e4-73af-43dd-b944-bef5be51da5f,Granite gloves,2005,Aluminum
b7b98881-9207-4665-8cda-4adbe9b49372,Computer,2013,Metal
b76b932f-9303-42a9-846f-1f37cce45212,Awesome wooden cheese,2013,Glass Fiber
821d443f-8c08-46bb-9fb3-1df1e0de36f7,Ergonomic wooden table,2022,Aluminum
54d7b0f3-1cf9-4dff-b5b1-a62179522f06,Rustic rubber gloves,2013,Steel
eb5a4a23-db1e-4666-ac18-521843f10930,Steel keyboard,2014,Aluminum
120d0fc0-5a77-4522-8a65-62bbd85c41b6,Ball,2005,Plastic POM
1f8b8e78-5481-4e10-8474-06961d186387,Chair,2003,Fiber
a3270b7c-9984-4f02-afa0-89f5aea526b6,Unbranded bacon,2011,Plastic PBT
5c585cec-588c-460e-8852-a9d5a98b026c,Ergonomic metal soap,2012,Glass Fiber
bae2b193-d855-49d1-a21a-c05bae62a9c5,Gloves,2009,Wood
8b96df0f-f3bb-4b99-b62c-2f4058d35388,Wooden pants,2020,Metal
d6c52515-ad17-4e12-87e9-3b97fb49e04c,Computer,2011,Aluminum
99e4207c-1d8e-4068-9a79-370dc4838d73,Steel bike,2010,Glass
4549b41c-4b52-4a61-9929-9e379e378bf1,Concrete fish,2002,Steel
4884ad84-5aec-4db3-81d5-2b637285f99e,Fresh sausages,2019,Glass
f03d04f5-0f7a-4e07-b636-39ae9eea773b,Granite tuna,2020,Wood
8b4dec22-b18a-43db-8a90-69665ec2c152,Tasty wooden computer,2003,Fiber
27c035c0-e17d-4798-91e4-3036ffdb1de7,Shirt,2019,Glass
d6a622bd-7611-4159-bf19-099be38e4450,Generic pizza,2006,Wood
5addc565-7f0f-4129-97a9-0c0026389323,Generic table,2003,Metal
e938dd53-6cf4-43ba-9dee-feb173fc77f8,Refined soft salad,2019,Plastic PBT
4215fde2-d053-4231-9592-369d6b34e2c1,Soft chicken,2017,Wood
d8d42830-3afb-4a47-955e-0311ac5a316d,Gently used pants,2021,Glass Fiber
46514f9b-985f-4709-9d4f-370e787f3d3a,Salad,2005,Steel
ad6b8668-5d45-45bd-b6b3-fb815741b2a7,Intelligent pants,2022,Plastic ABS
0bd1aeb7-3ab7-4728-a7e2-f519c9f524fb,Intelligent granite sausages,2019,Plastic ABS
41e488aa-3762-4a40-bb10-c8809f47a59a,Chips,2021,Plastic PBT
848fad97-5eec-40ea-a2b6-4634991afc92,Tuna,2016,Glass
2c9df685-c750-4eee-8d29-82c4f8a600e9,Computer,2017,Plastic ABS
76cab1f9-38e3-42c5-ae2d-fbfacf8f9d02,Gorgeous chair,2016,Plastic POM
3ae12e58-3751-4efd-ac50-2ca6bd425c2c,Tasty rubber bike,2008,Aluminum
32818c4f-0dc4-4edc-b0b5-a94dc93c1e0f,Refined mouse,2004,Plastic ABS
e8032b8e-77a4-4066-83c0-f875dabae933,Soft mouse,2013,Plastic PBT
3de17593-b48c-4ead-be65-e7bab3a84a8f,Mouse,2011,Glass
4993e9d5-29e7-4ad9-b35a-9094bc0a62f8,Soft gloves,2003,Plastic ABS
d5a1a9c2-cfdc-471e-ba9a-7554a9b63789,Handmade steel mouse,2004,Plastic POM
f797ba77-3755-41fb-bddc-22a6a7d05c2b,Shoes,2012,Steel
5b45ef7b-7812-47b5-8a78-82b34d360975,Fresh fish,2009,Fiber
a2695491-94fe-427f-a9ba-4f2c3ffac6d3,Tasty cheese,2001,Glass
fdb6beae-8955-451e-a708-81f99f4c4aed,Metal towels,2002,Plastic ABS
d3710211-9f1d-473d-bf52-18c718d4044f,Hat,2010,Glass Fiber
a34e97b9-167b-4219-ada9-eb7e2422ef18,Tasty shoes,2007,Aluminum
1b614e27-8475-4059-a040-00f985304e7d,Fantastic wooden hat,2000,Plastic PBT
96ee9053-95b9-44a2-adca-d988fb2c6745,Small fresh computer,2000,Wood
3c7987d5-4ffc-4da2-8c26-264462023dd9,Chips,2007,Plastic PBT
89e05c6b-952d-437f-a006-fbdb8e8af0b1,Tasty granite soap,2015,Fiber
03e11c14-a686-4dd6-a1a1-2216e5da6158,Fresh soap,2003,Steel
70919846-ef95-412a-8f30-c459dd162184,Soap,2013,Glass Fiber
de47d8fe-fa14-4bb5-b1fc-74e81a55c060,Gently used soft chair,2002,Aluminum
dcb09318-7480-4d4a-a306-27df85073073,Chair,2007,Plastic PBT
7766e64e-dddd-4f0b-9e5a-0faabc4762a0,Rustic granite bike,2013,Aluminum
f18b4cd4-eb8d-4f2c-a569-d0abb1af7104,Rustic computer,2005,Aluminum
7322ef15-c78c-4c32-b81f-666e2c0b1f98,Fresh towels,2010,Glass Fiber
74e8e6d4-0b13-48e4-a96f-6d1bc7aef8e8,Unbranded fresh pants,2002,Aluminum
66f5f043-b4e2-4d54-95ce-10b8b8b976e4,Ball,2003,Wood
af71b57a-74c8-47e6-9316-089eda2e952d,Tasty chair,2018,Plastic POM
b84a324e-a03c-4caf-995e-1e9bf013f1bc,Rubber table,2000,Plastic POM
227ea737-4650-4b6c-9c35-5f056b10d621,Shirt,2019,Metal
12cc247a-1fb8-450e-843b-6e096f575922,Pants,2002,Aluminum
2640f9a1-fab3-449d-bedc-9328db09900b,Soft bacon,2005,Fiber
5011b887-41f1-4d6e-96a7-d63714b1461f,Awesome shirt,2019,Fiber
75c278de-242b-4b2b-83b0-6368459b54db,Bike,2015,Plastic POM
48f3d967-9755-4335-854c-3d3cdfeb7f56,For repair granite gloves,2014,Plastic PBT
85ce9e4e-1d1c-4ca2-a51f-506f0e0bd958,Concrete pants,2006,Steel
ecbb992d-b990-4cbf-a5ae-aac68586df08,Used pizza,2005,Steel
578d9b4b-bb81-4c21-beef-5faf2ba4b055,Ergonomic rubber keyboard,2007,Plastic ABS
97d275a2-b81a-49a7-addc-2945792ef78e,Licensed metal mouse,2000,Wood
c1c1f186-5ccd-4b21-87cb-bfac36103f9c,Metal mouse,2018,Glass Fiber
d38860bc-15bb-4a37-ac06-f33c8979f5f9,Refined shoes,2004,Steel
2d6404fc-d960-4031-970f-97a9018057ef,Rustic frozen keyboard,2000,Glass
e53a0cc1-1063-4daf-b009-b01a1e0de769,Shoes,2003,Glass Fiber
80859842-7c69-45c3-ac97-b054ff37c484,Shoes,2021,Metal
042ce196-7ab1-4190-9d10-bfae8a81a22e,Unbranded plastic pants,2011,Fiber
5120abdf-c49d-4ebf-98fe-7b2e787a4e86,Handmade rubber mouse,2021,Plastic POM
f711ebee-8d51-48ce-9d36-188e879cbec4,Handcrafted concrete salad,2003,Wood
dc65cfb5-eb8c-4314-a0e7-58d63fbcd232,Frozen shoes,2005,Steel
091eae59-d22c-485d-beca-9b27157a2e50,Tasty plastic mouse,2008,Wood
0d44dfaa-b358-48ed-817c-2a948d4d3b77,Licensed cheese,2003,Wood
2e292821-39bf-48e7-bbc5-3b565f5d8ca1,For repair granite table,2017,Wood
b9a057ae-f39d-4e8c-acba-2b2c6daf0d38,Frozen towels,2005,Glass
2a2128f0-8306-478c-b876-e6ed95af0a5a,Bike,2007,Glass Fiber
25aa9285-8f6a-4816-b463-fdb6fd05c50b,Intelligent chicken,2011,Plastic ABS
931cae9b-274c-4f8c-b187-9af546edc097,New ball,2019,Steel
df870460-9f71-4ed9-b0af-9676657cec27,Generic fish,2019,Fiber
cfa4d016-9c30-43b6-acca-88aae89f261e,Table,2012,Plastic PBT
b2b26a62-6d1e-4708-934c-4a9c6245651c,Intelligent chair,2001,Glass
232cd314-9b51-4e06-a51b-e74102f3f9d0,Keyboard,2009,Glass
82952dfd-07e6-4686-b58d-c67eb9ef9bb6,Gently used rubber ball,2001,Glass
df6edab2-a60a-4d69-9eed-ac42477c4283,Soap,2019,Plastic ABS
22c38e54-b0f9-4403-aee9-a803744f81ba,Chips,2010,Fiber
b803ee76-77b5-4008-971b-9b86afb565a9,Pizza,2005,Glass
7df037eb-204e-45a8-89d2-d81f7ec78f32,Intelligent plastic pizza,2002,Plastic ABS
7ca6d41a-c9d0-4c01-8c48-36a0d36012f2,Pants,2011,Aluminum
700e8dbb-8c91-4e0d-bc46-9ba56068425a,Licensed soap,2001,Glass Fiber
9fbc5eb5-9a20-421b-9fff-7d1364364b43,Metal car,2009,Glass Fiber
e6fb2362-807f-4cf3-871d-2627f85a2f3b,Chips,2010,Glass Fiber
b68c3ad1-56a3-406d-9f73-9926c5c95dde,Refined metal mouse,2021,Metal
8755436c-2a23-40ac-bb1a-f9bdf4f0faad,Handmade chair,2006,Metal
1f9ea27e-71a2-4fcf-95c5-3c9fb801ba66,Wooden pants,2016,Fiber
3a9e9ee4-3b6e-4e7e-8cff-cccf7d94964a,Concrete table,2021,Metal
be2ef174-8c6a-4013-ab3e-6412df5f4743,Metal computer,2019,Wood
9c96d1e2-9562-484f-8ea6-f3c0fa35fdbc,Chair,2009,Glass Fiber
48958cb9-ae37-4356-916e-f45f3027113a,Salad,2021,Glass
3755e9d1-29f1-4e1e-8221-0bdd93b02c4a,Rustic frozen bike,2016,Steel
53fc4b8c-480e-4366-866d-12d04fedb584,Gently used fresh pizza,2000,Wood
76ced287-b6f9-4b54-97db-d2038a57e70a,Unbranded chicken,2012,Fiber
6951b207-2d86-4486-8e65-4a094f33e11f,Gloves,2007,Glass
f7614ca8-2213-4a38-b4d2-5a4cf2799f76,Ball,2022,Plastic PBT
70f5dd00-53ae-413e-9033-5603c0c4ca88,Tuna,2017,Fiber
247bc3d6-9a5d-4e94-a43e-10d48bedfb45,Gently used bike,2019,Fiber
45fac3f1-c99e-467a-b2b1-6c02deba907f,Soft soap,2021,Glass Fiber
5acc1cb9-bf55-4179-b18d-9641178b72bc,Intelligent concrete hat,2022,Plastic POM
63472c2a-58a6-43d3-9130-fc9787a2f226,Used bike,2020,Wood
1d4987a5-96e4-44ea-9966-f20339435128,Handmade towels,2012,Glass
ee359884-566f-4309-85c5-237f0a5df3cb,Practical chips,2022,Plastic POM
e1d6044b-1f72-4e7c-a145-b037efe0dd50,Chips,2009,Wood
9e9972eb-dbbc-4982-be3b-7fabf8e6b6e9,Table,2006,Steel
e29a004b-ab86-42f7-8e36-591f5b691ea2,Mouse,2003,Fiber
ea13f253-c0a7-4626-bf69-0c13e82862bc,Fantastic chicken,2019,Plastic POM
6574064e-4178-4c60-bc08-41a23d7a74b6,Intelligent table,2020,Glass Fiber
efb66153-aaaf-4c79-bbcd-983f36dc73eb,Small bike,2003,Metal
4793512c-9966-48c0-99be-1ce136f0703b,Refined keyboard,2013,Glass
3fbd7e2e-bdb9-4229-91bd-91c6c2e44ab0,Small towels,2016,Plastic ABS
c4c72186-120a-438c-9733-64872cb26813,Computer,2021,Wood
891c9fc3-6302-4a60-bdd5-f2683a0dee93,Gently used metal pizza,2011,Aluminum
84ea8d57-41cf-4ff7-957d-b4055f27e51c,Soft bacon,2007,Aluminum
744985a9-4b3c-45fb-a39c-769c511a6d2a,Intelligent chips,2000,Fiber
985b3ba6-03b1-437b-a572-7cacf6172411,Sleek mouse,2001,Aluminum
1db4ecdf-fa72-4758-a92e-2b0eb0fe94d2,Gently used salad,2008,Glass
c8327789-0f57-4bbd-8cba-d2955da511dd,Keyboard,2017,Glass Fiber
bd5e7820-cca0-4edb-8274-7e8acffaca5a,Intelligent metal table,2017,Glass
cdc1e778-d8b7-43a1-9883-2553f0110635,Tasty steel soap,2000,Fiber
4cfd5f8e-9314-4c36-9489-f90e7ba85ecc,Wooden towels,2017,Plastic PBT
103974d0-38d3-4072-b5a0-5bf1958167f5,Intelligent fish,2008,Aluminum
8845a64f-2fb5-4461-98b7-025fa12573cc,Bacon,2000,Aluminum
fbd36038-b1b4-4902-8726-17bf7529fd63,Gloves,2015,Fiber
8ee566d5-6e1d-4ebd-9f54-25986d0d934e,Computer,2008,Wood
3d5d5762-4be6-48b5-ac33-d54f22a3b17c,Cotton shoes,2021,Plastic POM
b5c8a996-2f13-442a-bb7e-5f96786a1007,Generic frozen towels,2016,Metal
0d7e2e4d-7d63-400b-b3e2-d0bfbd0d45fc,Small metal fish,2009,Plastic POM
e8890623-9766-4bd9-b651-9f12e4631207,Cotton table,2009,Glass Fiber
187ee743-3818-4f50-8e80-e01bbe276521,New fresh hat,2003,Glass
1a9c81dd-ef37-4573-a87e-e77d83752bfd,Fish,2005,Plastic PBT
7ff23aed-e0ed-4f5b-ae2a-39c62c7b4ed4,Granite soap,2008,Plastic PBT
bac9a7e2-403d-4baa-8529-3466394e8340,Sleek gloves,2013,Aluminum
b2f6be4a-3f8e-4ff3-8c5e-f8e1509de6b8,Shoes,2001,Aluminum
21e13783-e5dc-4059-8773-2376034aeca2,Sleek plastic sausages,2015,Glass
2785a2df-40d1-4607-b388-282ec1f340cd,Gently used ball,2021,Metal
b10bf265-b70d-41c8-8502-3347455928d6,New wooden mouse,2015,Plastic PBT
b4206f98-a6fc-40a6-a100-a58c4bc3e2a3,Plastic table,2007,Glass Fiber
5d989ebc-cb81-4146-990b-0334f713d8af,Concrete ball,2004,Plastic PBT
24ebd653-e98a-4b56-bbbb-278ad052ba57,Used pizza,2003,Plastic PBT
17e35f54-be88-4784-9a84-dfe5a032c82d,Fish,2007,Fiber
b7f1757e-eaa1-4b1a-8d9d-d64d876bda3b,Hat,2018,Glass Fiber
5bb18f4c-9004-42e7-b467-6c41bf83ea8b,Concrete soap,2001,Plastic PBT
2cf86461-c3ae-4f67-953e-b3bc8bd1b2a5,Refined metal gloves,2001,Metal
98e444b8-9bf8-450e-96ec-c7e7e8d690b1,Pants,2015,Wood
736162b7-aee9-40b7-901b-784b3852c67f,Table,2007,Glass Fiber
634a95d0-d4e4-43b9-be80-1f541fc6405b,Fantastic shirt,2000,Aluminum
2e2843ee-8e9b-4588-83fb-bb05e06fa519,Handcrafted metal chair,2000,Plastic PBT
34f96b0c-b825-4dae-ab48-e44b00deb449,Small plastic pizza,2013,Glass
d16055f7-0724-441e-b9ad-af301f8fa04c,Practical bike,2001,Glass
c7ff6e2d-2d7c-4440-a593-9ccda47dec1a,Bike,2003,Steel
b280cc48-29c3-4bdc-8aeb-42674627df5a,Refined rubber sausages,2022,Fiber
cacd8c45-d213-47e4-ad04-afb72dd70f39,Mouse,2004,Plastic POM
1ebf0c41-fc18-4ee1-a954-749d707f2905,Computer,2006,Metal
15328591-79db-41d4-9ff9-121d578326d3,Soap,2022,Steel
8a248af6-e4c1-448f-804c-1acb7ee87523,Plastic keyboard,2022,Plastic PBT
7347361c-e22f-46f7-9b57-a6fdab41db69,Plastic cheese,2000,Glass Fiber
897ffff8-3be6-468c-801d-24ab9ccd3315,Granite tuna,2014,Glass Fiber
bbdffebc-43eb-4e92-a8a4-c4bf992afb60,Shirt,2012,Glass Fiber
9e56c740-db2d-45bc-bef5-b21d44acdb81,Shoes,2001,Glass Fiber
4dace3c9-1aac-42cf-b14f-b36e115aeb77,Gloves,2003,Plastic POM
68f403d2-b691-4587-83cd-92b946bd7172,Rustic cotton gloves,2016,Fiber
42a4ca58-db88-4cd6-9e22-4fb50426779e,Shirt,2008,Aluminum
105d7437-74a8-43c3-b0bb-ae0135cf08f9,Shirt,2005,Aluminum
ed451e49-d854-482e-87a3-1126d14fe226,Plastic salad,2008,Glass Fiber
9f668533-706c-45be-ae4d-22aac0f22ced,Salad,2000,Plastic ABS
7c4d7cd1-f49c-4c84-a5d4-b9c33df0aaeb,Shoes,2019,Glass Fiber
9e3ee987-5af2-47e0-bf17-4e8521f0d8ce,Granite pants,2004,Plastic ABS
9f510670-607a-45ca-b116-5e4e250f1cfb,For repair wooden pizza,2013,Steel
b01e042f-eb6d-4606-bfd9-4630d2dbdc6b,Computer,2001,Glass
59f9b1e3-8a0e-44bb-828b-ac8154a280fe,Hat,2018,Plastic ABS
1e6e211e-337b-4344-a536-1b40d553a0d1,Unbranded cotton cheese,2020,Plastic ABS
26181f6a-8086-4fe8-b9a2-28d07413dea1,Used frozen soap,2009,Glass
02e60455-5407-4b76-bab3-281234857390,Generic hat,2002,Wood
a0c2c1c9-4138-4d42-bd15-daa55546474c,Awesome table,2014,Fiber
a4efe933-e9c7-42af-bba7-2dea424a645a,Steel table,2009,Fiber
75e94d9a-e0c7-4f90-ad1e-4e7ab1898db6,Refined rubber chips,2020,Glass Fiber
2d3042cb-ecde-4615-95cb-aa69bfb552ca,New fish,2002,Plastic PBT
e7245d4f-ef35-45af-90cd-8e26b10d2dc5,Licensed shoes,2013,Aluminum
74c5aa03-4d0c-4355-bbf1-0882e62c6d0c,New rubber fish,2007,Plastic ABS
65522e57-bc79-4b65-8dd0-e4d558abd8d9,New plastic chicken,2000,Glass
b7c969e1-2f3e-475a-b8d1-96a07ad8c3da,Frozen keyboard,2009,Plastic POM
59bec466-3d13-46bb-93e7-c6bd4b3f7f06,Unbranded wooden car,2016,Glass
e6794e5a-f1be-43ff-bc1a-8c9936f9b042,New frozen pants,2022,Plastic PBT
777f3845-3005-45e4-9990-513a6733a194,Granite tuna,2011,Steel
b0e6e07f-805c-4b61-9378-ee581fa325b2,Handmade ball,2016,Plastic POM
34ed6fd7-3725-479d-9692-164980570cd6,Tasty frozen chicken,2015,Steel
3560f873-a8f5-43ae-8a2c-702e4299a279,Pizza,2005,Glass Fiber
27814ae5-c261-4ebe-a1ff-4d3225472599,Gently used metal soap,2022,Fiber
cb3ce408-c3cc-4b09-a097-6e9c900d5488,Mouse,2016,Plastic PBT
f01b1151-93cb-4734-9b64-6a69e5dc1566,Plastic ball,2010,Aluminum
ed773884-d0cc-45cf-9795-578131a6869a,Plastic table,2007,Wood
d9d1ae11-1b44-43ca-9590-c7918c74b975,Bacon,2010,Aluminum
4b05e384-ffc0-43de-bdc3-fd23e8fa6368,For repair frozen fish,2020,Plastic ABS
476d8bc6-17f4-43f4-ac39-5e3b2c25e756,Tasty fresh gloves,2002,Wood
0f4ceb63-eaf9-4134-b932-fb6131c1ec98,Gently used pants,2021,Metal
a2962896-0305-41df-ab48-3a56bc3763fc,Generic pizza,2021,Metal
0fcd58f9-a9b0-4023-986e-6b9da5072cbd,Licensed plastic cheese,2019,Metal
5bee7a55-d170-4fe2-8068-3c6a50dc72d3,Sleek concrete car,2020,Wood
c90aa22b-cd68-4dba-b6b5-c18378baebdd,Fantastic concrete towels,2004,Metal
088f7ba2-d939-477b-a3f6-c87bae3e453a,Practical hat,2007,Metal
8f233d19-ec43-4093-80b7-d829e538ad8a,Granite chair,2012,Glass Fiber
0aadd421-d8ff-43b7-bb1e-df3db18fafb0,Gorgeous cheese,2022,Steel
38ce1935-4fd9-4b6a-92e0-41a756f587f2,Gloves,2009,Glass
14d2a465-3e7b-483a-92d2-8590426b6dad,Metal soap,2019,Glass
cc53ebb1-9f99-436c-986e-ca7f4c7d10eb,Salad,2014,Plastic ABS
5d2a0c5e-235f-4a1f-963a-f4a4440545b2,Plastic salad,2007,Glass Fiber
3d13376c-a872-4330-91c0-8cc55f9ab25b,Wooden pants,2007,Metal
fffd34dc-a989-4273-b1af-513e9d59bb36,Chicken,2014,Plastic ABS
75303782-dc6e-4489-9e0f-fbe0e2b17129,Sausages,2018,Plastic ABS
243b7c9a-47a5-4f61-a7a6-529b71f942f5,Ergonomic towels,2001,Steel
12ea949f-b9cb-4eb5-8ce1-1badb4f0799f,Car,2006,Fiber
