id,product_id,status_,employee_id,company_cost,description_,processing_started,processing_finished
cbee3337-be74-4ed8-aa98-d2a7e7e41603,eede1c88-6a2f-4c88-902f-c1aab4ed3413,Pending,4788d6c9-2c04-4e13-a171-e91807c4a48c,238.58,Rzadko dialekt powiedzieć łagodny.,2013-03-29 00:00:00,2013-04-23 00:00:00
0b30f676-273a-4072-92c0-5b4f2bd0b3fd,3f2c137a-4ac5-4381-b9cd-af916cd1b35b,In Progress,40acec5c-7f13-4b87-8156-e1b24b7aeb4f,157.19,Wybory piasek chwila oddech motyl.,2012-05-15 00:00:00,2012-06-11 00:00:00
7aa38838-8327-44a6-a4dd-f7ff431c27ed,016a4c94-fc68-48ee-92d3-587d31a84e99,In Progress,fb734814-82f0-401a-b305-2ea635b92c88,266.62,Droga lampa finansowy mgła ciekawy.,2009-10-02 00:00:00,2009-10-21 00:00:00
4d8a11a0-e34f-43e1-9907-1073e979be17,43fff01c-b7df-4d96-9982-20f3100a2da7,In Progress,ca1ab7b4-b61f-44f2-93d5-c2cf946bac90,259.01,Odcinek księga ptak adres dodatek.,2016-02-09 00:00:00,2016-02-29 00:00:00
1d57cfb9-bacd-4ae3-8f6f-a8c10f01c485,515b5448-69c8-49cd-b093-6ecebb046b9f,Completed,28687635-7948-470b-aef1-f9c0d1e82409,161.55,Słownik duży krzew padać anioł pięć.,2011-06-20 00:00:00,2011-07-10 00:00:00
eb89d1e3-ce94-4630-9e8d-1758643cc249,7734188d-54e3-4c61-96d7-42c28288b3bf,Canceled,6ec53487-6bd9-4ddb-b893-82981339a18c,364.29,Konstrukcja naj- prawdziwy pomieszczenie robić studiować jednostka.,2014-03-06 00:00:00,2014-03-16 00:00:00
39ccd3da-6f92-4fbc-88b2-f94169f9d258,f30a3037-bd11-4e5c-8faa-ecf39c587c12,Completed,6ec53487-6bd9-4ddb-b893-82981339a18c,362.49,Sędzia biec morski trwały.,2011-03-08 00:00:00,2011-03-20 00:00:00
f4faf8bf-70b8-45e0-b0c5-80e86f692559,eede1c88-6a2f-4c88-902f-c1aab4ed3413,In Progress,ccfdd31e-0eda-420e-89a2-10a499923d05,124.96,Brać Słowacja wątpliwość sposób podział wojsko.,2016-08-22 00:00:00,2016-09-10 00:00:00
2ee414e2-7c49-419b-a22b-3b8474c792cc,29e6a896-4af2-4ed9-b608-c127ae16c782,Pending,260cfa22-c993-4ecc-b76f-4e573534f170,474.54,Określać ogień pełny częściowo naj- jedyny.,2010-10-12 00:00:00,2010-11-02 00:00:00
fb9eb4a8-b430-46a6-8ecb-081f84e829c8,7734188d-54e3-4c61-96d7-42c28288b3bf,In Progress,7bbc060c-1c76-45a7-b768-62c67b15efe8,118.11,Podstawa metal kraina.,2004-06-17 00:00:00,2004-07-01 00:00:00
637a12c8-2c6d-47b5-a8bc-2b2d2f24b0e9,43fff01c-b7df-4d96-9982-20f3100a2da7,Canceled,dc9356eb-4d2a-4622-9231-bcfa1e5b0a8f,212.34,Hodować podstawowy pójść angielski wiek.,2004-07-03 00:00:00,2004-07-30 00:00:00
1254a0a4-522c-463c-8e25-a6dea9f7b66e,9f7720e5-4563-46a2-a455-1bc9c97502bb,Completed,28687635-7948-470b-aef1-f9c0d1e82409,426.18,Zeszły narodowość rzeka.,2012-10-29 00:00:00,2012-11-17 00:00:00
f064b0b1-373b-496d-afce-26315cbf3b40,a0c06b4d-436e-46fe-bd4c-315c2fafaaa9,In Progress,3658b7cb-f2f3-4577-8fa2-a6c360474a71,65.06,Strój w ciągu wszystkie jednocześnie.,2012-06-20 00:00:00,2012-07-14 00:00:00
d286e923-4fee-465c-b9b6-b302352719ae,96863947-dac2-40d2-b728-df382ef4e89a,In Progress,7bbc060c-1c76-45a7-b768-62c67b15efe8,214.5,Wynosić spadek wiosna dobrze przestrzeń.,2018-01-16 00:00:00,2018-01-24 00:00:00
95b24db0-b753-4961-bb68-ab4fd32c2549,f29bc8ce-c8c2-43e2-ab37-e6755c18f9f1,In Progress,67fd244b-c602-422b-8b36-b8040904ae29,312.2,Przygotować góra toponim wyjście powinien grób uznawać określenie.,2010-04-16 00:00:00,2010-04-20 00:00:00
f11a8893-2eb1-4849-8ff2-890f85d2cc9b,ded3c130-af06-4527-831a-7926406a8eea,Pending,630c653f-ab26-4357-ba82-fbcb5b6cc4b6,223.53,Oni rachunek Chrystus Piotr własność kino gniazdo.,2015-07-13 00:00:00,2015-07-25 00:00:00
88656e87-3190-4d52-96c3-58bb419ad334,358a1965-8336-46e7-a0ab-3f62264c5d03,Completed,de2b68fb-c3bc-4445-8eff-e9e4d98c883b,67.3,Zajmować aby wąż 70 musieć atmosfera żona wola.,2006-02-01 00:00:00,2006-02-10 00:00:00
53cefd46-1339-44f5-b14f-8376e43b365a,eb179145-a4cc-485a-beea-335cac052193,In Progress,4140d862-259f-47cd-a3d6-132b1e503153,270.68,Osiem okolica teren nagły zjawisko fakt.,2021-11-06 00:00:00,2021-11-21 00:00:00
f53128b8-70a9-4106-98b7-ead6e692c2dd,010a138b-c0f2-4482-a74d-fe5a840e4a9e,Canceled,e89d189f-323b-4c00-8204-fe42493bb9ff,469.43,Popularny cześć lato wujek zakres.,2020-08-18 00:00:00,2020-09-08 00:00:00
5f93b180-c552-4340-b993-e75e7c66bb90,0abcc4dc-8bdd-4ef4-9a77-9fa1faad4ad0,Canceled,510b3361-5b9c-439e-a837-c8642f20bd6c,305.01,Wróg masa jajo wysoki ulica.,2009-09-06 00:00:00,2009-09-30 00:00:00
0f9f1fbb-9961-44b2-816f-f34f37c0c990,87cbb8de-53ce-4cc2-8ec6-e451f9d0e992,Canceled,0964e759-1024-4573-955f-9f563f621ef0,416.11,Posiadać mleko hasło dusza pamięć.,2007-09-08 00:00:00,2007-10-06 00:00:00
03536c86-00d4-420d-8fac-82cf5ce8df9a,2413a494-2a5d-40b3-82ed-33520198471c,In Progress,8a4058e3-e88e-422e-9c21-f714fcf12654,173.46,Dokładny podawać gałąź zdarzenie sądowy.,2020-06-20 00:00:00,2020-07-19 00:00:00
14eacf2e-29cc-4e13-8bf2-0c33cac2b09b,a62f4ab5-0315-4b4c-9215-e720975206b1,Canceled,0964e759-1024-4573-955f-9f563f621ef0,144.99,Szczyt jedzenie żeby projekt.,2004-09-12 00:00:00,2004-09-30 00:00:00
f4a6f8d5-9094-400c-bc5e-3adb0a7fb256,4d5d6355-31a4-4f4e-be1a-36c0c5de7440,In Progress,63e8b106-05a1-4451-9712-6648db4d62a2,289.51,Warzywo główny czwarty itp..,2000-02-26 00:00:00,2000-03-07 00:00:00
c82efbbd-e4bb-450f-abd6-03356e96dc60,0abcc4dc-8bdd-4ef4-9a77-9fa1faad4ad0,Pending,d61809df-a731-4cd4-971f-0bd5a1222ae8,276.09,Moc milion gwałtowny zawsze ósmy dokonywać skrzydło ustawa.,2007-10-25 00:00:00,2007-11-08 00:00:00
6bdd15c4-4a3e-407c-88d1-12d64950283b,3dc0848d-d228-49b0-9987-5eebdb0571da,In Progress,63e8b106-05a1-4451-9712-6648db4d62a2,451.79,Oczekiwać deszcz oglądać lista ukraiński.,2013-10-03 00:00:00,2013-10-10 00:00:00
7e4eaebb-f813-4fa4-bfbe-9ab135ad9651,fce778e1-6df8-426c-b5f8-7e5d76363be0,Canceled,40acec5c-7f13-4b87-8156-e1b24b7aeb4f,428.02,Zaś grać pożar światło USA tutaj amharski.,2018-10-03 00:00:00,2018-10-21 00:00:00
4aceba7a-da70-4603-85a3-24c40627d003,671e8244-2860-407c-b78e-27aed8e88141,In Progress,59f628cc-9fff-4d69-93fa-7df3e9d17ee8,289.83,Przejście produkt żołnierz osiem lud zanim.,2013-10-16 00:00:00,2013-11-02 00:00:00
e74e5b86-735e-41b1-8eba-b1b484d3955a,c7678fcd-98f5-492b-89a8-cd8cd7abe80c,Canceled,28687635-7948-470b-aef1-f9c0d1e82409,271.17,U region tor wprowadzać zrozumieć.,2017-10-23 00:00:00,2017-11-21 00:00:00
7b082eb0-2e91-432a-9645-03b23800ac8b,445d4cf7-bf19-4571-92ea-37c95e57c1a9,In Progress,48d16ff3-4cd8-420a-b1ff-fbe2e05f9443,237.88,Przyjaźń kłaść dziesięć hałas.,2013-01-03 00:00:00,2013-01-24 00:00:00
46c3367e-fe20-48f6-b985-9237be63a47b,f5dc049d-936f-4cb5-bb3c-8c6821b922d2,In Progress,44eab77b-f767-4d2f-823f-1d487224f342,492.24,Sąd seks anioł stanowić.,2002-01-04 00:00:00,2002-01-16 00:00:00
93572c16-ff80-4edf-9597-5605c0b052b2,aa5bdc60-4184-43d6-80a9-315c1d3a3e5c,Completed,59f628cc-9fff-4d69-93fa-7df3e9d17ee8,308.55,Potrzebny impreza typ wynik.,2018-07-24 00:00:00,2018-08-23 00:00:00
0dceb8e7-899a-4a46-be9c-1ac024e7582d,541c0e4b-2dac-458e-baba-27c95e0c670b,Pending,ca1ab7b4-b61f-44f2-93d5-c2cf946bac90,175.1,Skrzydło lato zimno.,2014-02-06 00:00:00,2014-02-14 00:00:00
d11b577c-bd16-42e2-9f49-b1514c2e6499,68495e06-572d-485f-a53a-e8e3c1981887,In Progress,0964e759-1024-4573-955f-9f563f621ef0,422.6,Styl postępowanie sylaba procent kura składać kłopot.,2018-02-22 00:00:00,2018-02-28 00:00:00
1eeda592-18db-4b15-8b41-80150b688143,0abcc4dc-8bdd-4ef4-9a77-9fa1faad4ad0,Completed,dc9356eb-4d2a-4622-9231-bcfa1e5b0a8f,308.12,Rządzić uzyskać znak żydowski rzecz sukces.,2020-07-07 00:00:00,2020-07-09 00:00:00
c722fc46-f906-4cb4-8126-554ddf4dff31,c7678fcd-98f5-492b-89a8-cd8cd7abe80c,Completed,4fb37326-8ccd-4425-80e9-d3719124eb64,98.94,Futro wymagać połączyć szkło ślub obrót.,2007-10-31 00:00:00,2007-11-11 00:00:00
69493699-c1cf-4c2c-bcea-c34051b42883,6cc20794-b618-46c6-b1ea-5ba56822f5ca,Completed,67fd244b-c602-422b-8b36-b8040904ae29,385.26,Wakacje wciąż doprowadzić zdjęcie ciemność cztery przejaw wniosek.,2008-12-06 00:00:00,2009-01-03 00:00:00
0e838779-41a2-430c-a054-89c77c9b94e1,6cc20794-b618-46c6-b1ea-5ba56822f5ca,Canceled,ecb6a9d4-99d9-4169-b0b5-7fd4778c116d,66.06,Figura dość nastrój ubogi las zupełnie.,2000-08-14 00:00:00,2000-08-29 00:00:00
2004d9e0-2c93-4c92-8ebf-2bd4b897e38b,f100c18e-d044-4603-9566-6914de78392d,Completed,6ec53487-6bd9-4ddb-b893-82981339a18c,143.24,Słowacki słaby właściwy 6.,2011-10-14 00:00:00,2011-10-30 00:00:00
d6b3cac4-aa14-49be-931b-e6d0ba56494d,016a4c94-fc68-48ee-92d3-587d31a84e99,Completed,10b758c2-3d1e-4398-ad58-a538030f1ddd,474.21,Móc leżeć i Chrystus wioska.,2017-02-24 00:00:00,2017-03-01 00:00:00
f2b8294c-c111-408d-933e-a99bf3dbcf23,a0963458-67ad-4dfa-8fd7-60167d3e8b2f,In Progress,ddb0956c-03a1-4395-b026-f47849cead58,215.34,Wrzesień więcej pole mówić budować.,2019-07-14 00:00:00,2019-08-08 00:00:00
3e47bc7d-917e-433f-967b-8b092ce2a366,5bf89456-1b1e-4249-92ca-48eec1cf2b40,Canceled,0c47970b-0723-4bff-964c-cbc244681a16,308.54,Uzyskać ozdobny jak grzyb właśnie.,2013-12-21 00:00:00,2013-12-26 00:00:00
6087bdf5-add0-4d66-8943-eab3e9aa3073,75a0f149-446b-40c1-bc1a-c7666080d35e,Pending,510b3361-5b9c-439e-a837-c8642f20bd6c,165.7,Ich zwykły strona.,2000-11-30 00:00:00,2000-12-09 00:00:00
d44566a9-0e4d-4872-9a7a-9547d9fe8a0f,671e8244-2860-407c-b78e-27aed8e88141,In Progress,3658b7cb-f2f3-4577-8fa2-a6c360474a71,85.19,Proszę bogini nazwisko Australia albo.,2005-03-02 00:00:00,2005-03-22 00:00:00
022e993c-5f4e-44ea-986a-1a2a91fd5f5c,f57850f4-e3d2-4485-a943-d9946fe5b3dd,Pending,ad950f35-00f4-4745-aa0c-e7c4cde522e8,452.45,Figura środowisko zdrowie członek ramię środek.,2000-04-04 00:00:00,2000-05-01 00:00:00
9916ea71-6888-4cf0-9581-590ad662ccf8,885d79b9-f02c-4b86-815c-7754f233662f,Canceled,40acec5c-7f13-4b87-8156-e1b24b7aeb4f,250.81,Pora jej poziom słowo.,2022-10-01 00:00:00,2022-10-06 00:00:00
47b5c413-b4f7-4735-bc4f-f60690116653,b8c8fa25-11d5-4501-99a8-f23974e334f1,Completed,74b8fc0c-6ca2-487d-854b-3bd307c7e499,475.68,Wszyscy postępowanie trzydzieści jedynie czerwiec oś większy.,2017-04-23 00:00:00,2017-05-01 00:00:00
edcd2b0c-9dc5-4b81-9b78-e49b6999dd4b,ded3c130-af06-4527-831a-7926406a8eea,In Progress,ab98b005-02dc-48df-aa5a-cea2fe7721ad,399.58,Pomóc kiedy kolor Chiny proces kilka.,2019-05-29 00:00:00,2019-06-10 00:00:00
c1bc710b-f12a-47f9-8b26-f9d5827b4220,a0c06b4d-436e-46fe-bd4c-315c2fafaaa9,Pending,306c964b-229e-4ab7-acb7-24327bff4740,190.8,Głos wrócić bądź łóżko terytorium.,2011-09-15 00:00:00,2011-10-02 00:00:00
68ff901c-ad87-41c1-93ce-26948d5b531b,eede1c88-6a2f-4c88-902f-c1aab4ed3413,Pending,0964e759-1024-4573-955f-9f563f621ef0,177.21,Sprzęt gruby wóz.,2001-10-23 00:00:00,2001-11-06 00:00:00
f3b2a98c-0dd3-4eec-b733-c1d78b402f5f,5b88494f-3e46-4a19-b147-a9bb62ba5100,Completed,630c653f-ab26-4357-ba82-fbcb5b6cc4b6,98.0,Autobus hałas dać się wykonywać popularny związany prezent.,2015-11-05 00:00:00,2015-11-07 00:00:00
94baecc3-ab15-4bc2-82f9-8fc11a3cd6ce,cdb06b0c-161c-4730-b5dc-840702f0b8b9,Canceled,74b8fc0c-6ca2-487d-854b-3bd307c7e499,248.83,Miły Stany Zjednoczone seksualny poruszać się sprzedawać.,2002-09-07 00:00:00,2002-09-27 00:00:00
73a4c479-c864-4b4b-8b65-f3818bd6ead2,e663628b-8986-4349-bd7e-c5d463175d49,Completed,4f8c33fe-81f0-490e-9ad5-76faadc72421,378.11,Dolina sytuacja przedsiębiorstwo lubić krok.,2023-10-09 00:00:00,2023-11-01 00:00:00
da5f5ad1-13d5-41b2-b521-d5bf84ac6deb,9844e0a6-2397-4e14-a99c-4891052583f5,In Progress,958c6e8c-ac98-4261-951a-2f562797f19f,126.61,Doprowadzić tyle papież firma.,2001-05-20 00:00:00,2001-05-26 00:00:00
f04da3f2-ae37-4d24-a818-5e317a098dc4,0abcc4dc-8bdd-4ef4-9a77-9fa1faad4ad0,Canceled,647b7f97-d938-40bb-85a1-4b920c53f171,397.98,Zero doskonały żywność góra siedzieć.,2020-03-19 00:00:00,2020-04-18 00:00:00
51b5487b-db8e-4635-815d-294ce7f6479c,75a0f149-446b-40c1-bc1a-c7666080d35e,Canceled,8c9b4fb6-aa67-4378-9347-607345a2696e,224.9,Tylko położony administracyjny zając klucz waga.,2008-02-24 00:00:00,2008-02-26 00:00:00
cef220f3-7d2e-4edb-b6a1-fff1f0aa59c0,911e7802-f7e3-4cf6-b382-a12e20ee1418,In Progress,9b06469e-8679-46b5-b6c8-f3629df9accb,245.11,Przecież samiec los ciecz.,2010-07-26 00:00:00,2010-08-16 00:00:00
0780b8e2-1c44-4691-b38b-ec74352469bf,77abc110-7ae4-4165-be0c-9e42ebdcc545,Canceled,dc9356eb-4d2a-4622-9231-bcfa1e5b0a8f,186.22,Plan osiągnąć krótki dziś jezioro tylko.,2016-07-30 00:00:00,2016-08-27 00:00:00
