Product id,Date of sale,Product name
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-21,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-15,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-15,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-13,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-13,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-11,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-18,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-07,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-26,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-23,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-25,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-09,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-06,Gently used tuna
245b28d3-79fa-4759-b68f-7e8d689301e5,2024-01-20,Gently used tuna
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-19,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-16,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-16,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-25,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-06,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-26,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-12,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-14,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-06,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-22,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-14,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-18,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-15,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-03,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-21,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-18,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-19,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-02,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-20,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-16,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-28,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-26,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-02,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-11,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-03,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-11,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-26,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-24,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-03,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-20,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-20,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-03,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-09,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-03,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-08,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-23,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-18,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-04,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-25,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-08,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-16,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-27,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-06,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-28,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-27,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-09,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-18,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-27,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-22,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-24,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-19,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-11,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-02,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-09,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-17,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-11,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-18,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-01,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-25,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-10,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-26,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-17,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-12,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-16,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-11,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-20,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-07,Fish
01e528b5-3723-4313-9dc7-36022d58d7e7,2024-01-14,Fish
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-08,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-14,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-24,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-11,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-02,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-25,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-25,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-12,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-26,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-15,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-12,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-26,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-11,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-10,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-15,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-26,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-24,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-25,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-19,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-02,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-06,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-18,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-26,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-06,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-26,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-22,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-18,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-07,Steel pizza
6e74ae27-457f-4a00-b577-7c2e2aa481ba,2024-01-26,Steel pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-22,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-08,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-05,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-11,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-20,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-13,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-18,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-26,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-03,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-19,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-21,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-14,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-28,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-03,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-10,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-09,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-02,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-19,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-21,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-24,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-15,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-20,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-07,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-16,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-01,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-18,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-27,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-04,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-20,Pizza
a068bc1d-6393-46d5-98b3-0b021de66637,2024-01-21,Pizza
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-05,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-21,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-05,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-17,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-06,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-08,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-19,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-28,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-13,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-14,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-08,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-10,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-02,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-27,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-22,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-07,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-15,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-11,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-02,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-24,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-26,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-06,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-09,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-03,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-03,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-18,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-05,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-08,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-11,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-12,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-12,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-11,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-26,Fantastic plastic salad
a9c6a6af-db55-4bde-8143-ffe23eb5f908,2024-01-23,Fantastic plastic salad
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-28,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-12,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-08,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-07,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-17,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-07,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-24,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-23,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-24,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-09,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-23,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-08,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-18,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-18,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-03,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-18,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-04,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-21,Refined mouse
4d6e1110-d27d-4798-9661-722dd06120ed,2024-01-18,Refined mouse
